,MSRP
7162,63195
7163,69135
7164,76645
7165,73650
7166,74260
7167,19450
7168,13030
7169,17085
7170,15340
7171,14315
7172,17640
7173,15800
7174,20450
7175,13490
7176,16625
7177,16110
7178,13800
7179,20700
7180,2000
7181,2000
7182,2000
7183,2000
7184,2000
7185,2000
7186,2000
7187,2044
7188,12715
7189,20990
7190,20525
7191,20525
7192,24315
7193,17475
7194,20990
7195,18550
7196,24315
7197,18550
7198,23240
7199,25740
7200,20990
7201,25740
7202,17475
7203,20990
7204,23240
7205,25990
7206,25990
7207,18290
7208,18290
7209,26990
7210,19390
7211,19390
7212,26990
7213,18690
7214,27390
7215,18690
7216,20390
7217,19790
7218,20390
7219,27390
7220,20390
7221,26390
7222,19790
7223,20390
7224,26390
7225,2000
7226,2000
7227,2000
7228,2000
7229,2000
7230,2000
7231,2000
7232,2000
7233,2000
7234,2000
7235,26220
7236,24560
7237,22240
7238,23900
7239,23250
7240,25750
7241,23235
7242,26750
7243,21590
7244,27410
7245,28410
7246,24895
7247,21590
7248,23250
7249,28995
7250,27245
7251,27995
7252,23995
7253,21590
7254,26245
7255,23235
7256,22245
7257,24985
7258,23340
7259,89000
7260,89000
7261,89000
7262,89000
7263,156000
7264,21710
7265,20720
7266,21760
7267,20870
7268,22230
7269,21330
7270,35880
7271,36580
7272,37980
7273,34480
7274,34965
7275,37065
7276,36365
7277,38465
7278,38585
7279,36485
7280,37185
7281,35085
7282,39720
7283,41310
7284,41310
7285,39720
7286,39720
7287,2000
7288,2000
7289,2000
7290,2000
7291,2000
7292,2000
7293,37775
7294,35775
7295,28975
7296,37375
7297,42030
7298,44600
7299,32275
7300,37650
7301,32550
7302,36050
7303,42305
7304,44875
7305,29400
7306,38050
7307,33500
7308,2000
7309,32150
7310,25990
7311,32195
7312,25995
7313,25995
7314,30990
7315,25995
7316,27500
7317,25500
7318,21500
7319,31995
7320,35300
7321,23950
7322,25790
7323,21840
7324,27700
7325,35500
7326,24340
7327,29940
7328,24140
7329,25140
7330,22140
7331,36040
7332,30295
7333,24895
7334,25195
7335,29995
7336,32995
7337,26995
7338,27295
7339,30695
7340,33395
7341,25295
7342,27695
7343,27395
7344,24995
7345,30395
7346,35995
7347,25645
7348,34995
7349,27695
7350,38195
7351,32390
7352,22195
7353,21295
7354,22695
7355,24995
7356,22795
7357,24195
7358,19595
7359,20795
7360,23595
7361,23995
7362,22195
7363,22695
7364,25395
7365,23895
7366,22495
7367,21295
7368,20795
7369,19595
7370,27395
7371,25995
7372,24195
7373,22495
7374,25695
7375,20995
7376,27695
7377,24195
7378,22695
7379,19795
7380,26195
7381,24195
7382,28195
7383,23195
7384,30995
7385,24995
7386,26995
7387,22995
7388,23995
7389,25995
7390,24995
7391,31695
7392,24495
7393,24995
7394,27495
7395,25495
7396,26495
7397,23495
7398,24460
7399,33775
7400,27600
7401,27550
7402,35825
7403,30250
7404,30310
7405,27225
7406,34150
7407,36195
7408,28265
7409,24635
7410,42495
7411,30495
7412,28595
7413,37895
7414,34495
7415,200500
7416,82800
7417,125600
7418,93200
7419,98300
7420,161100
7421,141300
7422,180300
7423,113400
7424,78100
7425,161100
7426,82800
7427,141300
7428,200500
7429,78100
7430,180300
7431,80000
7432,113400
7433,84300
7434,93200
7435,125600
7436,98300
7437,39725
7438,34600
7439,40425
7440,35250
7441,40730
7442,35555
7443,259900
7444,262990
7445,2000
7446,2000
7447,2000
7448,2178
7449,26280
7450,29125
7451,22440
7452,22440
7453,23995
7454,30850
7455,31790
7456,24375
7457,21340
7458,31790
7459,26280
7460,33925
7461,28105
7462,24375
7463,26915
7464,27095
7465,28115
7466,23995
7467,35995
7468,26915
7469,28105
7470,28115
7471,21340
7472,26280
7473,34270
7474,30495
7475,24750
7476,24750
7477,28410
7478,23975
7479,36835
7480,22440
7481,23975
7482,22440
7483,26280
7484,28410
7485,34270
7486,30495
7487,29295
7488,27995
7489,22440
7490,23975
7491,30995
7492,25495
7493,33995
7494,2452
7495,2879
7496,2715
7497,2668
7498,30500
7499,27300
7500,23000
7501,24150
7502,28050
7503,26800
7504,29250
7505,26150
7506,30900
7507,26450
7508,24450
7509,28450
7510,23300
7511,29550
7512,27600
7513,27100
7514,29510
7515,29780
7516,37900
7517,41560
7518,34830
7519,31200
7520,34500
7521,32810
7522,36210
7523,33140
7524,43250
7525,31470
7526,33150
7527,38100
7528,41610
7529,43300
7530,29830
7531,36410
7532,34840
7533,31520
7534,37790
7535,32980
7536,36100
7537,30290
7538,42070
7539,34670
7540,43760
7541,31980
7542,64600
7543,94600
7544,79900
7545,66950
7546,96100
7547,74600
7548,100800
7549,101300
7550,96600
7551,66700
7552,74350
7553,433550
7554,438325
7555,449525
7556,474600
7557,479775
7558,492000
7559,402940
7560,474990
7561,407400
7562,480175
7563,417825
7564,492425
7565,2047
7566,2550
7567,2221
7568,2000
7569,2142
7570,2013
7571,2293
7572,2281
7573,2000
7574,2000
7575,2115
7576,2000
7577,2040
7578,2423
7579,2188
7580,2699
7581,2311
7582,2691
7583,2197
7584,2553
7585,2409
7586,2912
7587,2000
7588,2498
7589,2539
7590,2000
7591,33720
7592,40020
7593,36970
7594,33120
7595,41620
7596,38970
7597,31470
7598,34720
7599,36970
7600,35370
7601,29870
7602,32120
7603,37370
7604,38570
7605,39455
7606,46570
7607,38855
7608,38855
7609,37855
7610,33580
7611,36055
7612,31945
7613,37055
7614,30145
7615,34380
7616,32580
7617,35380
7618,41170
7619,42970
7620,37055
7621,37655
7622,39255
7623,36455
7624,39855
7625,38055
7626,47070
7627,39255
7628,33030
7629,37455
7630,38255
7631,34830
7632,32395
7633,41670
7634,35830
7635,43470
7636,34030
7637,30595
7638,37455
7639,2000
7640,3065
7641,3367
7642,3843
7643,3407
7644,26100
7645,23600
7646,24600
7647,2000
7648,2000
7649,2000
7650,2194
7651,2000
7652,2088
7653,2000
7654,2000
7655,2064
7656,2304
7657,2419
7658,2196
7659,2388
7660,2242
7661,2728
7662,2580
7663,20030
7664,19080
7665,21765
7666,23360
7667,20340
7668,21765
7669,19540
7670,24475
7671,20360
7672,19560
7673,24495
7674,21785
7675,21355
7676,27100
7677,33100
7678,28800
7679,26675
7680,28060
7681,30935
7682,29695
7683,26675
7684,28060
7685,30935
7686,29695
7687,26675
7688,29695
7689,28060
7690,30935
7691,25765
7692,30005
7693,24200
7694,28435
7695,26985
7696,23215
7697,24200
7698,26250
7699,28650
7700,30000
7701,24700
7702,28100
7703,28115
7704,30015
7705,29135
7706,26735
7707,24685
7708,25165
7709,2130
7710,2003
7711,14155
7712,16220
7713,14330
7714,16395
7715,2000
7716,2000
7717,2000
7718,2000
7719,2000
7720,2000
7721,2000
7722,2000
7723,16455
7724,16895
7725,13885
7726,12765
7727,13485
7728,18020
7729,15535
7730,15700
7731,14975
7732,13075
7733,16140
7734,15415
7735,13680
7736,44625
7737,44625
7738,20105
7739,20901
7740,44625
7741,19785
7742,23515
7743,18430
7744,15970
7745,18000
7746,20780
7747,24510
7748,18275
7749,2000
7750,32500
7751,36400
7752,38500
7753,34600
7754,38600
7755,40700
7756,33700
7757,35800
7758,34500
7759,41300
7760,36600
7761,33900
7762,31800
7763,39200
7764,33950
7765,35550
7766,61600
7767,52400
7768,56400
7769,58100
7770,38950
7771,46200
7772,37150
7773,45450
7774,43650
7775,41800
7776,48600
7777,44400
7778,46800
7779,40000
7780,33950
7781,49950
7782,47950
7783,41900
7784,45900
7785,49050
7786,43900
7787,39650
7788,47050
7789,39900
7790,37650
7791,35950
7792,33950
7793,44650
7794,50700
7795,44300
7796,48700
7797,49800
7798,38400
7799,40650
7800,42650
7801,40400
7802,35950
7803,42300
7804,46650
7805,47800
7806,52900
7807,47500
7808,51900
7809,42200
7810,39300
7811,55000
7812,45400
7813,53500
7814,40900
7815,42750
7816,52500
7817,46000
7818,48100
7819,57700
7820,50200
7821,55600
7822,53200
7823,40900
7824,46400
7825,43150
7826,53400
7827,48550
7828,62100
7829,62100
7830,53400
7831,48550
7832,51750
7833,40950
7834,42600
7835,46050
7836,53650
7837,40950
7838,46050
7839,49650
7840,42600
7841,47700
7842,53300
7843,46300
7844,44300
7845,38950
7846,51300
7847,40950
7848,43300
7849,41300
7850,51750
7851,49600
7852,55650
7853,64600
7854,62100
7855,51350
7856,49850
7857,52000
7858,67050
7859,62850
7860,65350
7861,55900
7862,64550
7863,53500
7864,67050
7865,52000
7866,62850
7867,55900
7868,65350
7869,64550
7870,51350
7871,53500
7872,49850
7873,64900
7874,52900
7875,60900
7876,47700
7877,53700
7878,58900
7879,61900
7880,53400
7881,59900
7882,54800
7883,48300
7884,65400
7885,58800
7886,64300
7887,54800
7888,106900
7889,140500
7890,107900
7891,99900
7892,141500
7893,116000
7894,109500
7895,145500
7896,109900
7897,109900
7898,116000
7899,103400
7900,145500
7901,33750
7902,42870
7903,26220
7904,29970
7905,30280
7906,34060
7907,43180
7908,26530
7909,26580
7910,34110
7911,30540
7912,43230
7913,34150
7914,35550
7915,35550
7916,34150
7917,34750
7918,36150
7919,36400
7920,37200
7921,35000
7922,38600
7923,34450
7924,35850
7925,36250
7926,34450
7927,58150
7928,55050
7929,56050
7930,59150
7931,61800
7932,58700
7933,45400
7934,42400
7935,46800
7936,43800
7937,42600
7938,53450
7939,52050
7940,44400
7941,44900
7942,43100
7943,45850
7944,47300
7945,45850
7946,47300
7947,45850
7948,47650
7949,62700
7950,65800
7951,63250
7952,66350
7953,66350
7954,63250
7955,88850
7956,60000
7957,63100
7958,64450
7959,61350
7960,49300
7961,50800
7962,50240
7963,51740
7964,52690
7965,53840
7966,29100
7967,32990
7968,164700
7969,128400
7970,179645
7971,173800
7972,137500
7973,151200
7974,124000
7975,114900
7976,160300
7977,170545
7978,199600
7979,138400
7980,124900
7981,166100
7982,199900
7983,182500
7984,162900
7985,115900
7986,129400
7987,190600
7988,153900
7989,175100
7990,173500
7991,162900
7992,189900
7993,17110
7994,17110
7995,18185
7996,18185
7997,14990
7998,16065
7999,16065
8000,14990
8001,17575
8002,16675
8003,18650
8004,15600
8005,15600
8006,18650
8007,17575
8008,16675
8009,19340
8010,16300
8011,16300
8012,19340
8013,17400
8014,17400
8015,24005
8016,24005
8017,23020
8018,26750
8019,19890
8020,26855
8021,28445
8022,20490
8023,28780
8024,25650
8025,23590
8026,24235
8027,26295
8028,29425
8029,21135
8030,35610
8031,33785
8032,32580
8033,30580
8034,33570
8035,31550
8036,2000
8037,2000
8038,2000
8039,2000
8040,2000
8041,2000
8042,2000
8043,2000
8044,2000
8045,2000
8046,2000
8047,2000
8048,2000
8049,2000
8050,2000
8051,2000
8052,2000
8053,2000
8054,2000
8055,2000
8056,2000
8057,2000
8058,2000
8059,2000
8060,2000
8061,2000
8062,2000
8063,2000
8064,2000
8065,2000
8066,2000
8067,2000
8068,2000
8069,2000
8070,2000
8071,2000
8072,2000
8073,2000
8074,2000
8075,2000
8076,2000
8077,2008
8078,2083
8079,2000
8080,2000
8081,2000
8082,2000
8083,2000
8084,2000
8085,2000
8086,2000
8087,2000
8088,2000
8089,2000
8090,2000
8091,2000
8092,2000
8093,2000
8094,2000
8095,2000
8096,2000
8097,2000
8098,2000
8099,2093
8100,2073
8101,2220
8102,2000
8103,2122
8104,2046
8105,2000
8106,2000
8107,2000
8108,2000
8109,2000
8110,2000
8111,2000
8112,2000
8113,2000
8114,2000
8115,2000
8116,2000
8117,2000
8118,2000
8119,2000
8120,2000
8121,2000
8122,2000
8123,2000
8124,2000
8125,2000
8126,20240
8127,18740
8128,18695
8129,22305
8130,20850
8131,22885
8132,21430
8133,19275
8134,20820
8135,19320
8136,22190
8137,20035
8138,20080
8139,23645
8140,21580
8141,22150
8142,38100
8143,29395
8144,28755
8145,36230
8146,26705
8147,30775
8148,25435
8149,34865
8150,30655
8151,26320
8152,33730
8153,27045
8154,32155
8155,41350
8156,25720
8157,36980
8158,39780
8159,22435
8160,34275
8161,29055
8162,31445
8163,43490
8164,31880
8165,38120
8166,32750
8167,26275
8168,29985
8169,25575
8170,29285
8171,29530
8172,35100
8173,26015
8174,29585
8175,29725
8176,40270
8177,21820
8178,21520
8179,25975
8180,25715
8181,32945
8182,41340
8183,31730
8184,25065
8185,28725
8186,24665
8187,25155
8188,24855
8189,28865
8190,20610
8191,28510
8192,25365
8193,36880
8194,20910
8195,39035
8196,28425
8197,40495
8198,31020
8199,34240
8200,32085
8201,42650
8202,29075
8203,2245
8204,2034
8205,2239
8206,2000
8207,2316
8208,2118
8209,2041
8210,2237
8211,2348
8212,2320
8213,2422
8214,2087
8215,2326
8216,2332
8217,23360
8218,21345
8219,21345
8220,2000
8221,2000
8222,2000
8223,2000
8224,2000
8225,2000
8226,2000
8227,2000
8228,2000
8229,2000
8230,2000
8231,2000
8232,2000
8233,2000
8234,2000
8235,2000
8236,2000
8237,2000
8238,2000
8239,2000
8240,2000
8241,2000
8242,60000
8243,57600
8244,48300
8245,48300
8246,41100
8247,45100
8248,44100
8249,49900
8250,48300
8251,56600
8252,55700
8253,48900
8254,48300
8255,50475
8256,53775
8257,46675
8258,53775
8259,41475
8260,60775
8261,45675
8262,51000
8263,45700
8264,45800
8265,57700
8266,62500
8267,51100
8268,41800
8269,54200
8270,79100
8271,67600
8272,62600
8273,92400
8274,92400
8275,79100
8276,67600
8277,62600
8278,63350
8279,68295
8280,79995
8281,110475
8282,92495
8283,92495
8284,76875
8285,93075
8286,79950
8287,93295
8288,111350
8289,64950
8290,66450
8291,69950
8292,71450
8293,82695
8294,142100
8295,105300
8296,184105
8297,83300
8298,136750
8299,105300
8300,100100
8301,83300
8302,100100
8303,184105
8304,136750
8305,88300
8306,118605
8307,142100
8308,88300
8309,83495
8310,101995
8311,106995
8312,118845
8313,186495
8314,98995
8315,89995
8316,95195
8317,137995
8318,142995
8319,123845
8320,86450
8321,139995
8322,103195
8323,144995
8324,84950
8325,199495
8326,108195
8327,91950
8328,93450
8329,17990
8330,17680
8331,21050
8332,22305
8333,24255
8334,16395
8335,24535
8336,18805
8337,23575
8338,22985
8339,25805
8340,17665
8341,21675
8342,21810
8343,17890
8344,20405
8345,19080
8346,20580
8347,23220
8348,22485
8349,22155
8350,25800
8351,19515
8352,17820
8353,24905
8354,18960
8355,19105
8356,23570
8357,18160
8358,23495
8359,22640
8360,20740
8361,26070
8362,19855
8363,25060
8364,22425
8365,19120
8366,198250
8367,203995
8368,206000
8369,197850
8370,207895
8371,226850
8372,207895
8373,49800
8374,49800
8375,49800
8376,28370
8377,33610
8378,34030
8379,29030
8380,32185
8381,25240
8382,29850
8383,28450
8384,26640
8385,23680
8386,25080
8387,29265
8388,25750
8389,26270
8390,24350
8391,30665
8392,31510
8393,32910
8394,27670
8395,31830
8396,28230
8397,26310
8398,24910
8399,36150
8400,33230
8401,34750
8402,26830
8403,29985
8404,31385
8405,39995
8406,40155
8407,42610
8408,42770
8409,42790
8410,45025
8411,45015
8412,42780
8413,45175
8414,43010
8415,62400
8416,62805
8417,64165
8418,36495
8419,40195
8420,38795
8421,35095
8422,36670
8423,36870
8424,41870
8425,39070
8426,35370
8427,38170
8428,40370
8429,42020
8430,40570
8431,43520
8432,38370
8433,39270
8434,42220
8435,42070
8436,36870
8437,37070
8438,43720
8439,40770
8440,40570
8441,35570
8442,2000
8443,2000
8444,2000
8445,2000
8446,28565
8447,34065
8448,31565
8449,28990
8450,36490
8451,31415
8452,33990
8453,27065
8454,34325
8455,31900
8456,31615
8457,36540
8458,34115
8459,34040
8460,28615
8461,27065
8462,31465
8463,2000
8464,2084
8465,29970
8466,26780
8467,24280
8468,27780
8469,28765
8470,25190
8471,15399
8472,16299
8473,14249
8474,13299
8475,15149
8476,14199
8477,14699
8478,15049
8479,15199
8480,13599
8481,14099
8482,13839
8483,14339
8484,15349
8485,14939
8486,1500000
8487,37380
8488,30195
8489,32155
8490,35030
8491,29450
8492,37505
8493,37505
8494,30720
8495,35155
8496,29575
8497,32380
8498,37730
8499,42870
8500,33315
8501,35930
8502,33015
8503,31515
8504,33780
8505,29475
8506,35580
8507,31275
8508,41370
8509,34815
8510,15190
8511,18290
8512,13990
8513,18090
8514,17190
8515,16990
8516,15290
8517,13990
8518,20755
8519,15395
8520,14165
8521,17755
8522,17905
8523,15495
8524,20905
8525,17755
8526,15495
8527,17905
8528,14165
8529,20905
8530,15395
8531,2000
8532,2000
8533,2155
8534,2379
8535,54250
8536,50450
8537,50450
8538,46830
8539,51350
8540,51350
8541,55150
8542,47200
8543,48200
8544,52350
8545,56150
8546,52350
8547,50950
8548,60450
8549,48450
8550,54450
8551,56950
8552,54450
8553,59950
8554,60450
8555,65950
8556,50950
8557,54450
8558,60450
8559,2000
8560,2000
8561,2000
8562,2000
8563,2000
8564,2000
8565,2190
8566,2000
8567,2212
8568,20150
8569,21500
8570,21500
8571,20150
8572,24140
8573,29630
8574,24390
8575,28280
8576,24490
8577,22790
8578,25840
8579,23040
8580,30080
8581,24680
8582,26130
8583,28730
8584,24780
8585,23330
8586,23820
8587,26590
8588,25240
8589,25170
8590,31310
8591,29960
8592,19195
8593,20195
8594,16395
8595,18895
8596,17895
8597,16395
8598,18895
8599,19195
8600,20195
8601,17895
8602,19495
8603,21295
8604,22295
8605,18495
8606,17495
8607,33600
8608,42500
8609,38600
8610,25900
8611,30600
8612,32600
8613,38600
8614,36600
8615,42500
8616,36600
8617,43240
8618,34750
8619,37390
8620,33790
8621,26930
8622,39390
8623,31770
8624,34490
8625,39890
8626,32010
8627,33490
8628,37890
8629,44280
8630,27020
8631,66000
8632,81900
8633,66910
8634,77900
8635,68900
8636,69600
8637,77900
8638,79200
8639,70900
8640,82700
8641,106500
8642,108900
8643,110700
8644,21100
8645,20025
8646,22000
8647,20925
8648,23320
8649,20275
8650,22250
8651,21175
8652,21350
8653,23670
8654,20325
8655,21475
8656,23845
8657,21225
8658,22375
8659,33955
8660,35705
8661,35705
8662,33955
8663,36925
8664,35125
8665,35275
8666,36675
8667,36025
8668,37425
8669,36370
8670,37770
8671,40970
8672,50220
8673,48710
8674,42370
8675,49125
8676,41900
8677,43300
8678,50320
8679,48920
8680,43020
8681,44420
8682,46060
8683,44660
8684,41180
8685,42580
8686,42080
8687,43480
8688,47620
8689,49020
8690,57045
8691,53635
8692,52235
8693,53035
8694,56495
8695,7523
8696,8147
8697,8839
8698,31930
8699,26435
8700,27860
8701,31000
8702,26435
8703,31700
8704,28560
8705,32140
8706,26645
8707,32810
8708,26645
8709,32110
8710,32960
8711,32260
8712,32290
8713,26795
8714,26795
8715,2000
8716,2000
8717,2000
8718,2000
8719,2000
8720,2000
8721,2000
8722,2000
8723,2000
8724,2000
8725,2000
8726,2000
8727,2000
8728,2000
8729,2000
8730,2000
8731,2000
8732,2000
8733,2000
8734,2000
8735,2000
8736,2000
8737,2000
8738,2000
8739,2000
8740,2000
8741,2000
8742,2000
8743,2000
8744,2000
8745,2000
8746,20984
8747,15406
8748,21474
8749,19757
8750,23539
8751,15943
8752,17284
8753,18169
8754,19434
8755,13961
8756,24063
8757,18519
8758,24462
8759,25990
8760,17169
8761,20209
8762,19209
8763,21499
8764,14961
8765,18944
8766,20780
8767,20270
8768,16905
8769,18780
8770,24370
8771,17570
8772,16570
8773,23985
8774,16220
8775,18905
8776,16120
8777,21820
8778,14770
8779,18120
8780,24660
8781,2000
8782,2000
8783,2000
8784,2000
8785,2000
8786,2000
8787,2000
8788,2000
8789,2000
8790,2000
8791,2000
8792,2000
8793,2000
8794,2000
8795,2000
8796,2000
8797,2000
8798,2000
8799,2000
8800,2000
8801,2000
8802,2000
8803,2000
8804,2000
8805,2000
8806,2000
8807,2000
8808,2000
8809,2000
8810,2000
8811,2000
8812,2000
8813,2000
8814,2000
8815,2000
8816,2000
8817,2000
8818,94400
8819,141450
8820,97400
8821,160900
8822,222000
8823,230900
8824,166900
8825,119900
8826,234050
8827,121550
8828,143250
8829,95650
8830,169050
8831,98650
8832,163150
8833,224650
8834,144700
8835,99600
8836,131400
8837,170750
8838,176400
8839,226900
8840,247900
8841,96600
8842,34250
8843,37300
8844,36300
8845,34300
8846,36995
8847,34995
8848,37995
8849,41100
8850,47000
8851,42500
8852,48650
8853,48400
8854,42900
8855,33800
8856,32350
8857,28550
8858,31350
8859,26200
8860,31150
8861,27750
8862,31150
8863,49500
8864,54000
8865,48100
8866,55400
8867,48400
8868,54300
8869,55700
8870,49800
8871,56100
8872,55100
8873,50200
8874,49200
8875,67350
8876,59350
8877,61100
8878,54100
8879,60350
8880,53100
8881,53100
8882,61100
8883,54100
8884,44200
8885,35450
8886,39250
8887,34800
8888,43800
8889,42700
8890,33950
8891,33300
8892,38150
8893,38900
8894,39450
8895,59700
8896,44400
8897,35650
8898,40400
8899,47900
8900,34150
8901,38300
8902,36800
8903,43700
8904,43300
8905,43400
8906,41900
8907,44200
8908,47700
8909,33950
8910,40800
8911,36800
8912,47400
8913,75500
8914,70900
8915,75300
8916,74100
8917,70900
8918,2000
8919,2000
8920,2112
8921,2232
8922,2172
8923,2286
8924,2382
8925,2384
8926,2430
8927,2637
8928,2305
8929,2500
8930,2403
8931,2608
8932,82500
8933,82900
8934,82900
8935,79900
8936,39900
8937,43950
8938,45100
8939,43950
8940,41700
8941,40500
8942,48375
8943,43450
8944,114900
8945,114900
8946,114900
8947,115900
8948,2269
8949,46950
8950,52950
8951,50450
8952,56250
8953,24450
8954,22050
8955,22695
8956,25195
8957,22930
8958,25430
8959,23690
8960,25690
8961,24195
8962,26195
8963,24430
8964,26430
8965,2000
8966,2000
8967,2000
8968,2000
8969,33000
8970,31250
8971,24950
8972,26700
8973,33000
8974,31250
8975,33000
8976,24950
8977,26700
8978,31250
8979,33450
8980,31700
8981,38250
8982,25350
8983,27100
8984,36500
8985,30150
8986,36000
8987,31900
8988,34250
8989,34250
8990,36000
8991,32150
8992,30400
8993,36250
8994,34500
8995,36700
8996,38700
8997,40450
8998,34950
8999,41150
9000,30800
9001,32550
9002,39400
9003,29215
9004,32760
9005,33420
9006,27710
9007,32535
9008,31075
9009,32875
9010,31415
9011,29555
9012,33760
9013,32455
9014,33915
9015,34800
9016,30595
9017,30970
9018,36030
9019,31865
9020,34525
9021,34160
9022,36355
9023,34015
9024,35915
9025,36700
9026,32190
9027,34485
9028,32990
9029,37155
9030,37500
9031,35285
9032,36715
9033,34815
9034,3211
9035,3665
9036,4024
9037,3442
9038,4031
9039,4404
9040,66355
9041,66805
9042,68405
9043,2000
9044,2000
9045,2000
9046,2000
9047,2000
9048,2000
9049,2000
9050,2000
9051,2000
9052,32715
9053,26600
9054,24415
9055,20865
9056,19840
9057,28415
9058,29275
9059,25920
9060,20915
9061,30270
9062,35125
9063,20515
9064,27790
9065,21810
9066,23040
9067,32710
9068,22115
9069,29210
9070,27850
9071,20120
9072,36300
9073,26100
9074,32300
9075,39700
9076,28300
9077,28500
9078,26400
9079,39900
9080,32700
9081,36400
9082,41900
9083,28850
9084,33600
9085,36900
9086,26800
9087,20720
9088,17780
9089,18350
9090,16530
9091,17380
9092,19960
9093,22170
9094,20410
9095,16780
9096,18550
9097,18160
9098,17760
9099,21500
9100,21990
9101,18790
9102,16990
9103,19990
9104,17990
9105,21990
9106,2000
9107,2000
9108,2000
9109,2000
9110,10845
9111,12445
9112,11820
9113,13420
9114,64320
9115,47620
9116,56580
9117,61095
9118,47620
9119,53355
9120,56580
9121,64320
9122,44395
9123,61855
9124,57340
9125,45325
9126,65080
9127,65080
9128,57340
9129,48550
9130,54115
9131,48550
9132,48685
9133,65215
9134,45460
9135,57475
9136,57475
9137,54250
9138,48685
9139,65215
9140,61990
9141,44399
9142,49705
9143,51650
9144,45535
9145,45975
9146,2000
9147,2000
9148,2000
9149,2000
9150,2000
9151,2000
9152,2000
9153,2000
9154,2000
9155,2000
9156,2000
9157,2000
9158,2000
9159,2000
9160,2000
9161,2000
9162,2000
9163,2000
9164,2000
9165,2000
9166,2000
9167,2000
9168,61295
9169,47795
9170,61295
9171,47795
9172,61795
9173,54295
9174,48810
9175,59200
9176,54200
9177,55110
9178,60110
9179,2000
9180,2000
9181,2000
9182,2000
9183,2000
9184,2000
9185,2000
9186,2000
9187,2000
9188,2002
9189,2000
9190,2000
9191,2000
9192,2000
9193,2000
9194,2107
9195,2125
9196,2078
9197,2000
9198,2019
9199,2000
9200,2027
9201,2153
9202,42880
9203,37400
9204,40655
9205,37445
9206,35200
9207,41035
9208,35000
9209,33960
9210,46250
9211,41750
9212,28700
9213,45120
9214,31630
9215,31430
9216,38455
9217,39780
9218,26595
9219,34180
9220,38605
9221,35410
9222,31840
9223,37620
9224,31640
9225,41245
9226,40815
9227,28850
9228,41900
9229,43040
9230,39930
9231,46410
9232,37655
9233,35210
9234,45270
9235,26745
9236,29750
9237,32740
9238,35080
9239,43940
9240,42800
9241,41715
9242,38555
9243,32540
9244,42145
9245,39505
9246,36310
9247,36110
9248,40830
9249,27645
9250,38520
9251,46170
9252,47310
9253,30930
9254,24515
9255,30550
9256,33935
9257,32025
9258,31735
9259,20310
9260,23850
9261,29355
9262,20960
9263,31965
9264,27730
9265,25215
9266,15840
9267,27060
9268,32690
9269,29380
9270,26820
9271,30825
9272,21465
9273,28790
9274,26555
9275,28915
9276,30675
9277,16115
9278,27850
9279,29065
9280,35520
9281,24140
9282,25325
9283,30255
9284,29015
9285,33755
9286,20715
9287,33495
9288,27580
9289,20750
9290,25845
9291,28845
9292,27430
9293,31115
9294,33785
9295,26245
9296,30340
9297,27560
9298,26295
9299,25850
9300,39125
9301,32170
9302,45425
9303,48575
9304,39095
9305,42245
9306,46790
9307,40010
9308,43210
9309,49990
9310,51935
9311,48335
9312,41555
9313,45155
9314,43360
9315,38540
9316,49965
9317,36200
9318,38840
9319,42635
9320,43660
9321,30610
9322,35390
9323,46510
9324,53115
9325,40045
9326,27060
9327,26670
9328,38665
9329,30695
9330,38965
9331,37800
9332,42935
9333,33595
9334,34675
9335,40900
9336,44150
9337,35690
9338,46810
9339,30910
9340,37500
9341,52815
9342,49665
9343,33720
9344,54240
9345,36230
9346,47570
9347,34590
9348,51390
9349,44910
9350,34465
9351,27715
9352,43505
9353,47270
9354,41660
9355,39380
9356,31955
9357,44900
9358,39535
9359,28105
9360,37070
9361,40930
9362,54540
9363,44420
9364,31390
9365,40915
9366,40775
9367,31655
9368,51090
9369,38370
9370,38670
9371,35370
9372,37625
9373,44120
9374,44840
9375,52155
9376,45330
9377,32230
9378,28205
9379,45390
9380,39160
9381,41420
9382,41405
9383,44540
9384,38115
9385,32145
9386,43995
9387,52455
9388,37560
9389,47690
9390,28595
9391,55605
9392,36210
9393,34955
9394,36720
9395,40025
9396,38860
9397,41265
9398,55305
9399,47990
9400,32445
9401,42080
9402,39870
9403,35080
9404,34640
9405,31405
9406,33330
9407,36525
9408,33115
9409,29745
9410,38370
9411,4439
9412,4827
9413,4715
9414,4287
9415,2000
9416,35970
9417,26995
9418,33925
9419,31355
9420,33400
9421,33740
9422,28040
9423,36340
9424,31690
9425,34290
9426,36795
9427,34740
9428,32125
9429,34185
9430,28465
9431,219900
9432,229990
9433,26685
9434,23350
9435,26930
9436,27135
9437,25845
9438,31375
9439,24020
9440,28515
9441,31810
9442,29580
9443,31465
9444,20515
9445,19865
9446,29380
9447,26975
9448,23940
9449,25960
9450,30755
9451,26460
9452,20075
9453,32330
9454,24965
9455,27060
9456,24515
9457,23575
9458,33425
9459,33395
9460,15840
9461,33135
9462,28410
9463,28705
9464,23640
9465,16115
9466,28460
9467,30570
9468,25915
9469,28995
9470,30315
9471,30465
9472,33280
9473,21465
9474,31665
9475,29980
9476,19620
9477,33575
9478,27250
9479,28485
9480,35160
9481,28555
9482,48205
9483,45055
9484,38725
9485,41875
9486,42840
9487,49620
9488,39640
9489,46420
9490,51490
9491,47915
9492,41135
9493,44710
